Plant Code,Product ID
PLANT_01,1600176
PLANT_01,1600141
PLANT_01,1600146
PLANT_01,1600036
PLANT_01,1600054
PLANT_01,1600089
PLANT_01,1600126
PLANT_01,1600017
PLANT_01,1600166
PLANT_01,1600084
PLANT_01,1600069
PLANT_01,1600150
PLANT_01,1600005
PLANT_01,1600127
PLANT_01,1600065
PLANT_01,1600043
PLANT_01,1600049
PLANT_01,1600098
PLANT_01,1600019
PLANT_01,1600025
PLANT_01,1600169
PLANT_01,1600020
PLANT_01,1600045
PLANT_01,1600194
PLANT_01,1600152
PLANT_01,1600103
PLANT_01,1600135
PLANT_01,1600106
PLANT_01,1600151
PLANT_01,1600034
PLANT_01,1600050
PLANT_01,1600102
PLANT_01,1600175
PLANT_01,1600120
PLANT_01,1600109
PLANT_01,1600078
PLANT_01,1600086
PLANT_01,1600041
PLANT_01,1600131
PLANT_01,1600144
PLANT_01,1600190
PLANT_01,1600018
PLANT_01,1600111
PLANT_01,1600100
PLANT_01,1600035
PLANT_01,1600184
PLANT_01,1600101
PLANT_01,1600094
PLANT_01,1600192
PLANT_01,1600083
PLANT_01,1600092
PLANT_01,1600147
PLANT_01,1600057
PLANT_01,1600129
PLANT_01,1600104
PLANT_01,1600143
PLANT_01,1600180
PLANT_01,1600096
PLANT_01,1600047
PLANT_01,1600189
PLANT_01,1600022
PLANT_01,1600139
PLANT_01,1600167
PLANT_01,1600198
PLANT_01,1600031
PLANT_01,1600060
PLANT_01,1600132
PLANT_01,1600015
PLANT_01,1600090
PLANT_01,1600072
PLANT_01,1600008
PLANT_01,1600010
PLANT_01,1600048
PLANT_01,1600024
PLANT_01,1600145
PLANT_01,1600160
PLANT_01,1600173
PLANT_01,1600188
PLANT_01,1600136
PLANT_01,1600051
PLANT_01,1600028
PLANT_01,1600125
PLANT_01,1600130
PLANT_01,1600079
PLANT_01,1600140
PLANT_01,1600118
PLANT_01,1600172
PLANT_01,1600164
PLANT_01,1600061
PLANT_01,1600113
PLANT_01,1600068
PLANT_01,1600133
PLANT_01,1600199
PLANT_01,1600186
PLANT_01,1600138
PLANT_01,1600001
PLANT_01,1600110
PLANT_01,1600007
PLANT_01,1600105
PLANT_01,1600182
PLANT_01,1600046
PLANT_01,1600042
PLANT_01,1600085
PLANT_01,1600027
PLANT_01,1600073
PLANT_01,1600142
PLANT_01,1600053
PLANT_01,1600197
PLANT_01,1600011
PLANT_01,1600116
PLANT_01,1600087
PLANT_01,1600148
PLANT_01,1600153
PLANT_01,1600012
PLANT_01,1600149
PLANT_01,1600122
PLANT_02,1600147
PLANT_02,1600128
PLANT_02,1600152
PLANT_02,1600067
PLANT_02,1600106
PLANT_02,1600017
PLANT_02,1600171
PLANT_02,1600098
PLANT_02,1600060
PLANT_02,1600069
PLANT_02,1600087
PLANT_02,1600124
PLANT_02,1600131
PLANT_02,1600198
PLANT_02,1600168
PLANT_02,1600072
PLANT_02,1600156
PLANT_02,1600123
PLANT_02,1600065
PLANT_02,1600064
PLANT_02,1600085
PLANT_02,1600053
PLANT_02,1600118
PLANT_02,1600021
PLANT_02,1600180
PLANT_02,1600037
PLANT_02,1600061
PLANT_02,1600047
PLANT_02,1600006
PLANT_02,1600138
PLANT_02,1600033
PLANT_02,1600038
PLANT_02,1600052
PLANT_02,1600010
PLANT_02,1600196
PLANT_02,1600193
PLANT_02,1600170
PLANT_02,1600056
PLANT_02,1600079
PLANT_02,1600100
PLANT_02,1600088
PLANT_02,1600001
PLANT_02,1600167
PLANT_02,1600089
PLANT_02,1600099
PLANT_02,1600140
PLANT_02,1600073
PLANT_02,1600034
PLANT_02,1600150
PLANT_02,1600189
PLANT_02,1600130
PLANT_02,1600075
PLANT_02,1600040
PLANT_02,1600105
PLANT_02,1600161
PLANT_02,1600117
PLANT_02,1600076
PLANT_02,1600162
PLANT_02,1600127
PLANT_02,1600003
PLANT_02,1600175
PLANT_02,1600011
PLANT_02,1600158
PLANT_02,1600190
PLANT_02,1600146
PLANT_02,1600078
PLANT_02,1600036
PLANT_02,1600113
PLANT_02,1600019
PLANT_02,1600136
PLANT_02,1600018
PLANT_02,1600084
PLANT_02,1600054
PLANT_02,1600095
PLANT_02,1600055
PLANT_02,1600195
PLANT_02,1600108
PLANT_02,1600046
PLANT_02,1600164
PLANT_02,1600012
PLANT_02,1600187
PLANT_02,1600002
PLANT_02,1600159
PLANT_02,1600125
PLANT_02,1600077
PLANT_02,1600121
PLANT_02,1600185
PLANT_02,1600126
PLANT_02,1600032
PLANT_02,1600035
PLANT_02,1600107
PLANT_02,1600008
PLANT_02,1600070
PLANT_02,1600134
PLANT_02,1600066
PLANT_02,1600050
PLANT_02,1600041
PLANT_02,1600111
PLANT_02,1600025
PLANT_02,1600174
PLANT_02,1600109
PLANT_02,1600004
PLANT_02,1600181
PLANT_02,1600015
PLANT_02,1600176
PLANT_02,1600120
PLANT_02,1600022
PLANT_02,1600122
PLANT_02,1600059
PLANT_02,1600042
PLANT_03,1600168
PLANT_03,1600186
PLANT_03,1600182
PLANT_03,1600025
PLANT_03,1600019
PLANT_03,1600115
PLANT_03,1600164
PLANT_03,1600183
PLANT_03,1600093
PLANT_03,1600124
PLANT_03,1600036
PLANT_03,1600000
PLANT_03,1600043
PLANT_03,1600053
PLANT_03,1600062
PLANT_03,1600114
PLANT_03,1600038
PLANT_03,1600165
PLANT_03,1600155
PLANT_03,1600100
PLANT_03,1600137
PLANT_03,1600096
PLANT_03,1600158
PLANT_03,1600187
PLANT_03,1600151
PLANT_03,1600179
PLANT_03,1600116
PLANT_03,1600176
PLANT_03,1600063
PLANT_03,1600090
PLANT_03,1600083
PLANT_03,1600180
PLANT_03,1600133
PLANT_03,1600126
PLANT_03,1600166
PLANT_03,1600016
PLANT_03,1600095
PLANT_03,1600152
PLANT_03,1600048
PLANT_03,1600098
PLANT_03,1600044
PLANT_03,1600113
PLANT_03,1600068
PLANT_03,1600080
PLANT_03,1600199
PLANT_03,1600020
PLANT_03,1600012
PLANT_03,1600072
PLANT_03,1600123
PLANT_03,1600127
PLANT_03,1600101
PLANT_03,1600175
PLANT_03,1600192
PLANT_03,1600196
PLANT_03,1600056
PLANT_03,1600061
PLANT_03,1600018
PLANT_03,1600142
PLANT_03,1600023
PLANT_03,1600084
PLANT_03,1600161
PLANT_03,1600069
PLANT_03,1600002
PLANT_03,1600132
PLANT_03,1600105
PLANT_03,1600073
PLANT_03,1600028
PLANT_03,1600037
PLANT_04,1600133
PLANT_04,1600017
PLANT_04,1600048
PLANT_04,1600136
PLANT_04,1600097
PLANT_04,1600030
PLANT_04,1600091
PLANT_04,1600046
PLANT_04,1600061
PLANT_04,1600164
PLANT_04,1600065
PLANT_04,1600110
PLANT_04,1600072
PLANT_04,1600039
PLANT_04,1600055
PLANT_04,1600187
PLANT_04,1600185
PLANT_04,1600120
PLANT_04,1600176
PLANT_04,1600073
PLANT_04,1600168
PLANT_04,1600051
PLANT_04,1600042
PLANT_04,1600119
PLANT_04,1600101
PLANT_04,1600144
PLANT_04,1600049
PLANT_04,1600156
PLANT_04,1600173
PLANT_04,1600013
PLANT_04,1600070
PLANT_04,1600035
PLANT_04,1600139
PLANT_04,1600107
PLANT_04,1600074
PLANT_04,1600083
PLANT_04,1600080
PLANT_04,1600024
PLANT_04,1600163
PLANT_04,1600105
PLANT_04,1600068
PLANT_04,1600157
PLANT_04,1600086
PLANT_04,1600064
PLANT_04,1600095
PLANT_04,1600023
PLANT_04,1600165
PLANT_04,1600122
PLANT_04,1600088
PLANT_04,1600026
PLANT_04,1600094
PLANT_04,1600113
PLANT_04,1600043
PLANT_04,1600063
PLANT_04,1600127
PLANT_04,1600171
PLANT_04,1600079
PLANT_04,1600060
PLANT_04,1600081
PLANT_04,1600029
PLANT_04,1600008
PLANT_04,1600005
PLANT_04,1600027
PLANT_04,1600100
PLANT_04,1600131
PLANT_04,1600199
PLANT_04,1600099
PLANT_04,1600143
PLANT_04,1600141
PLANT_04,1600135
PLANT_04,1600058
PLANT_04,1600044
PLANT_04,1600148
PLANT_04,1600096
PLANT_04,1600175
PLANT_04,1600192
PLANT_04,1600015
PLANT_04,1600089
PLANT_04,1600087
PLANT_04,1600104
PLANT_04,1600198
PLANT_04,1600014
PLANT_04,1600121
PLANT_04,1600180
PLANT_04,1600010
PLANT_04,1600045
PLANT_04,1600040
PLANT_04,1600177
PLANT_04,1600021
PLANT_04,1600041
PLANT_04,1600001
PLANT_04,1600011
PLANT_04,1600194
PLANT_04,1600067
PLANT_04,1600196
PLANT_04,1600161
PLANT_04,1600106
PLANT_04,1600123
PLANT_04,1600112
PLANT_04,1600155
PLANT_04,1600103
PLANT_04,1600140
PLANT_04,1600181
PLANT_04,1600116
PLANT_04,1600195
PLANT_04,1600031
PLANT_04,1600111
PLANT_04,1600154
PLANT_04,1600019
PLANT_04,1600006
PLANT_04,1600193
PLANT_04,1600197
PLANT_04,1600059
PLANT_04,1600149
PLANT_04,1600093
PLANT_04,1600132
PLANT_04,1600028
PLANT_04,1600022
PLANT_04,1600077
PLANT_04,1600170
PLANT_04,1600075
PLANT_04,1600179
PLANT_04,1600129
PLANT_04,1600036
PLANT_05,1600000
PLANT_05,1600020
PLANT_05,1600190
PLANT_05,1600141
PLANT_05,1600009
PLANT_05,1600188
PLANT_05,1600149
PLANT_05,1600144
PLANT_05,1600015
PLANT_05,1600128
PLANT_05,1600116
PLANT_05,1600168
PLANT_05,1600145
PLANT_05,1600184
PLANT_05,1600195
PLANT_05,1600109
PLANT_05,1600033
PLANT_05,1600139
PLANT_05,1600092
PLANT_05,1600018
PLANT_05,1600094
PLANT_05,1600119
PLANT_05,1600022
PLANT_05,1600007
PLANT_05,1600127
PLANT_05,1600135
PLANT_05,1600181
PLANT_05,1600121
PLANT_05,1600102
PLANT_05,1600008
PLANT_05,1600117
PLANT_05,1600043
PLANT_05,1600097
PLANT_05,1600123
PLANT_05,1600079
PLANT_05,1600035
PLANT_05,1600199
PLANT_05,1600049
PLANT_05,1600185
PLANT_05,1600150
PLANT_05,1600187
PLANT_05,1600175
PLANT_05,1600178
PLANT_05,1600194
PLANT_05,1600142
PLANT_05,1600134
PLANT_05,1600075
PLANT_05,1600132
PLANT_05,1600013
PLANT_05,1600036
PLANT_05,1600027
PLANT_05,1600166
PLANT_05,1600072
PLANT_05,1600085
PLANT_05,1600010
PLANT_05,1600111
PLANT_05,1600091
PLANT_05,1600002
PLANT_05,1600087
PLANT_05,1600131
PLANT_05,1600042
PLANT_05,1600006
PLANT_06,1600011
PLANT_06,1600135
PLANT_06,1600089
PLANT_06,1600035
PLANT_06,1600090
PLANT_06,1600141
PLANT_06,1600084
PLANT_06,1600042
PLANT_06,1600152
PLANT_06,1600174
PLANT_06,1600136
PLANT_06,1600033
PLANT_06,1600166
PLANT_06,1600047
PLANT_06,1600157
PLANT_06,1600002
PLANT_06,1600030
PLANT_06,1600183
PLANT_06,1600071
PLANT_06,1600127
PLANT_06,1600075
PLANT_06,1600161
PLANT_06,1600126
PLANT_06,1600057
PLANT_06,1600146
PLANT_06,1600013
PLANT_06,1600062
PLANT_06,1600199
PLANT_06,1600078
PLANT_06,1600114
PLANT_06,1600132
PLANT_06,1600027
PLANT_06,1600131
PLANT_06,1600188
PLANT_06,1600120
PLANT_06,1600117
PLANT_06,1600189
PLANT_06,1600082
PLANT_06,1600077
PLANT_06,1600004
PLANT_06,1600147
PLANT_06,1600133
PLANT_06,1600049
PLANT_06,1600154
PLANT_06,1600086
PLANT_06,1600130
PLANT_06,1600107
